identity_client,weight,age,profile_gender,profile_GOR,voted_ge_2024,pastvote_ge_2024,pastvote_EURef,profile_education_level,profile_education_level_recode,profile_work_stat,political_attention,split,xconsent,randMOSTLEAST,mostlikely,leastlikely,MLthermo,MLthermo_KB,MLthermo_KS,MLthermo_NF,MLthermo_ED,MLthermo_CD,MLthermo_AR,LLthermo,LLthermo_KB,LLthermo_KS,LLthermo_NF,LLthermo_ED,LLthermo_CD,LLthermo_AR,agreedisagree,xtrust,child
701,0.7,69,Female,West Midlands,"No, did not vote",,I voted to Leave,GCE A level or Higher Certificate,Medium,Retired,5,4,I consent to taking part in this study,2,Conservative Party,Labour Party,1,52,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,100,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Don't know
702,0.87,63,Male,Scotland,"Yes, voted",Labour,I voted to Remain,City & Guilds certificate - advanced,Medium,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,2,Labour Party,Reform UK,1,Not Asked,64,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,11,Not Asked,Not Asked,Not Asked,Neither agree nor disagree,Once in a while,Somewhat upset
703,0.77,37,Female,East of England,"No, did not vote",,I voted to Leave,No formal qualifications,Low,Working part time (8-29 hours a week),6,4,I consent to taking part in this study,3,Green Party,Labour Party,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,23,Not Asked,Not Asked,Not Asked,Not Asked,Don't know,Almost never,Neither happy nor upset
704,0.66,24,Female,East of England,"Yes, voted",Labour,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
705,0.46,60,Female,Yorkshire and the Humber,"Yes, voted",Liberal Democrat,I voted to Leave,GCE A level or Higher Certificate,Medium,Not working,10,1,I consent to taking part in this study,4,Liberal Democrats,Labour Party,1,Not Asked,Not Asked,Not Asked,75,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
706,0.6,65,Male,North East,"Yes, voted",Other,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,3,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,21,997,1,Not Asked,Not Asked,5,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
707,0.88,72,Male,Yorkshire and the Humber,"Yes, voted",Conservative,I voted to Remain,GCE A level or Higher Certificate,Medium,Retired,7,4,I consent to taking part in this study,3,Conservative Party,Reform UK,1,68,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,2,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
708,0.57,50,Female,North West,"Yes, voted",Reform UK,I voted to Leave,GCE A level or Higher Certificate,Medium,Working full time (30 or more hours per week),7,2,I consent to taking part in this study,3,Reform UK,Labour Party,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,1,Not Asked,10,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
709,0.64,31,Female,Yorkshire and the Humber,"No, did not vote",,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),8,3,I consent to taking part in this study,4,Labour Party,Green Party,1,Not Asked,7,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,25,997,Tend to disagree,Don't know,Neither happy nor upset
710,0.65,52,Female,Wales,"Yes, voted",Conservative,I voted to Remain,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),3,2,I consent to taking part in this study,1,Conservative Party,Reform UK,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Don't know
711,0.92,25,Female,London,"Yes, voted",Green,I did not vote,GCE A level or Higher Certificate,Medium,Full time student,3,2,I consent to taking part in this study,6,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
712,0.83,70,Female,Scotland,"Yes, voted",Labour,I voted to Remain,"Other technical, professional or higher qualification",Medium,Retired,5,1,I consent to taking part in this study,6,Labour Party,Conservative Party,1,Not Asked,27,Not Asked,Not Asked,Not Asked,Not Asked,1,0,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
713,0.68,44,Female,East of England,"Yes, voted",Conservative,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working part time (8-29 hours a week),5,1,I consent to taking part in this study,5,Conservative Party,Reform UK,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,4,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
714,0.76,63,Female,South West,"Yes, voted",Liberal Democrat,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),8,1,I consent to taking part in this study,2,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,2,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
715,2.59,65,Male,South West,"Yes, voted",Labour,I voted to Leave,No formal qualifications,Low,Retired,2,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
716,0.89,75,Male,South East,"Yes, voted",Labour,I voted to Remain,City & Guilds certificate - advanced,Medium,Retired,6,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
717,0.75,43,Female,Wales,"Yes, voted",Labour,Can’t remember,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working part time (8-29 hours a week),7,2,I consent to taking part in this study,2,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,80,997,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
718,2.42,48,Female,Yorkshire and the Humber,"Yes, voted",Green,Can’t remember,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Not working,0,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
719,0.75,59,Male,East Midlands,"Yes, voted",Labour,I voted to Remain,GCE A level or Higher Certificate,Medium,Retired,5,4,I consent to taking part in this study,2,Labour Party,Reform UK,1,Not Asked,78,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
720,0.58,71,Female,South East,"Yes, voted",Other,I voted to Remain,GCE A level or Higher Certificate,Medium,Retired,5,3,I consent to taking part in this study,4,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,78,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
721,0.66,42,Female,North West,"No, did not vote",,I voted to Leave,University diploma,Medium,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,1,Reform UK,Labour Party,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
722,0.58,51,Female,South West,"Yes, voted",Labour,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Full time student,10,1,I consent to taking part in this study,4,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,75,Not Asked,Not Asked,1,10,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
723,0.62,71,Female,South West,"Yes, voted",Conservative,Can’t remember,Clerical and commercial,Low,Retired,8,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
724,0.76,30,Female,London,"Yes, voted",Labour,I voted to Remain,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,6,Labour Party,Reform UK,1,Not Asked,83,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
725,0.69,73,Female,Scotland,"Yes, voted",Labour,I voted to Remain,Scottish Higher Certificate,Medium,Retired,8,Not Asked,I do not wish to continue with this study,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
726,0.71,56,Male,North West,"Yes, voted",Labour,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Not working,5,3,I consent to taking part in this study,1,Labour Party,Conservative Party,1,Not Asked,75,Not Asked,Not Asked,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Almost never,Neither happy nor upset
727,0.91,51,Male,West Midlands,"Yes, voted",Conservative,I voted to Leave,"University or CNAA first degree (e.g. BA, B.Sc, B.Ed)",High,Working full time (30 or more hours per week),5,1,I consent to taking part in this study,2,Reform UK,Labour Party,1,Not Asked,Not Asked,83,Not Asked,Not Asked,Not Asked,1,Not Asked,2,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
728,2.04,63,Female,North West,"Yes, voted",Labour,I voted to Leave,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),0,2,I consent to taking part in this study,2,Green Party,Conservative Party,1,Not Asked,Not Asked,Not Asked,Not Asked,53,52,1,0,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
729,1.1,36,Male,West Midlands,"Yes, voted",Reform UK,I voted to Leave,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),8,1,I consent to taking part in this study,2,Reform UK,Green Party,1,Not Asked,Not Asked,100,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,Strongly disagree,Almost never,Extremely upset
730,1.33,54,Male,London,"Yes, voted",Conservative,I voted to Remain,GCE A level or Higher Certificate,Medium,Working full time (30 or more hours per week),7,4,I consent to taking part in this study,4,Conservative Party,Labour Party,1,51,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,15,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Neither happy nor upset
731,0.61,74,Female,West Midlands,"Yes, voted",Labour,I voted to Leave,Teaching qualification (not degree),Medium,Retired,10,3,I consent to taking part in this study,3,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
732,0.5,63,Female,Wales,"Yes, voted",Plaid Cymru,I voted to Remain,University diploma,Medium,Working part time (8-29 hours a week),8,1,I consent to taking part in this study,2,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
733,0.74,66,Female,North West,"Yes, voted",Conservative,I voted to Remain,University diploma,Medium,Retired,8,4,I consent to taking part in this study,5,Reform UK,Labour Party,1,Not Asked,Not Asked,50,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Once in a while,Neither happy nor upset
734,0.55,56,Female,East of England,"Yes, voted",Other,I voted to Remain,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Not working,10,3,I consent to taking part in this study,3,Green Party,Reform UK,1,Not Asked,Not Asked,Not Asked,Not Asked,997,997,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
735,0.5,63,Female,Yorkshire and the Humber,"Yes, voted",Reform UK,I voted to Leave,City & Guilds certificate,Low,Working full time (30 or more hours per week),7,2,I consent to taking part in this study,4,Reform UK,Conservative Party,1,Not Asked,Not Asked,83,Not Asked,Not Asked,Not Asked,1,22,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Don't know,Almost never,Neither happy nor upset
736,0.71,72,Male,Yorkshire and the Humber,"Yes, voted",Labour,I voted to Leave,City & Guilds certificate - advanced,Medium,Retired,7,2,I consent to taking part in this study,1,Conservative Party,Green Party,1,90,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,Not Asked,Not Asked,15,15,Strongly disagree,Almost never,Neither happy nor upset
737,0.62,64,Female,Scotland,"Yes, voted",Scottish National Party (SNP),I voted to Remain,"Nursing qualification (e.g. SEN, SRN, SCM, RGN)",Medium,Not working,7,4,I consent to taking part in this study,6,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,80,Not Asked,Not Asked,1,60,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Neither agree nor disagree,Once in a while,Neither happy nor upset
738,0.94,61,Male,London,"No, did not vote",,I voted to Leave,CSE grades 2-5,Low,Retired,8,1,I consent to taking part in this study,6,Reform UK,Labour Party,1,Not Asked,Not Asked,85,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Don't know
739,0.71,26,Female,Yorkshire and the Humber,"Yes, voted",Labour,I did not vote,"University or CNAA higher degree (e.g. M.Sc, Ph.D)",High,Working full time (30 or more hours per week),7,3,I consent to taking part in this study,5,Labour Party,Reform UK,1,Not Asked,60,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Extremely upset
740,1.25,25,Male,North West,Don’t know,,I did not vote,Prefer not to say,Medium,Working full time (30 or more hours per week),6,2,I consent to taking part in this study,4,None of these,None of these,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
741,0.78,56,Male,East of England,"Yes, voted",Liberal Democrat,Can’t remember,"CSE grade 1, GCE O level, GCSE, School Certificate",Low,Working full time (30 or more hours per week),6,4,I consent to taking part in this study,4,Liberal Democrats,Conservative Party,1,Not Asked,Not Asked,Not Asked,997,Not Asked,Not Asked,1,50,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
742,0.7,51,Male,South West,"Yes, voted",Labour,I voted to Leave,University diploma,Medium,Working full time (30 or more hours per week),3,4,I consent to taking part in this study,3,Labour Party,Reform UK,1,Not Asked,50,Not Asked,Not Asked,Not Asked,Not Asked,1,Not Asked,Not Asked,44,Not Asked,Not Asked,Not Asked,Tend to disagree,Once in a while,Neither happy nor upset
743,0.64,42,Female,North East,Don’t know,,I did not vote,"Other technical, professional or higher qualification",Medium,Working full time (30 or more hours per week),7,1,I consent to taking part in this study,5,Labour Party,Conservative Party,1,Not Asked,997,Not Asked,Not Asked,Not Asked,Not Asked,1,997,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Don't know,Don't know,Don't know
744,2.52,65,Female,South East,"No, did not vote",,I did not vote,GCE A level or Higher Certificate,Medium,Not working,0,3,I consent to taking part in this study,1,None of these,None of these,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked,Not Asked
745,0.98,70,Male,Scotland,"No, did not vote",,I voted to Leave,"Other technical, professional or higher qualification",Medium,Retired,5,2,I consent to taking part in this study,4,Reform UK,Labour Party,1,Not Asked,Not Asked,81,Not Asked,Not Asked,Not Asked,1,Not Asked,0,Not Asked,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Somewhat upset
746,0.89,60,Male,North East,"Yes, voted",Liberal Democrat,I voted to Leave,University diploma,Medium,Not working,6,3,I consent to taking part in this study,4,Liberal Democrats,Reform UK,1,Not Asked,Not Asked,Not Asked,97,Not Asked,Not Asked,1,Not Asked,Not Asked,0,Not Asked,Not Asked,Not Asked,Strongly disagree,Almost never,Neither happy nor upset
